trade_id,datetime_utc,symbol,bitget_symbol,company,direction,entry_price,exit_price,quantity,collateral_usd,trade_volume_usd,fee_usd,gross_pnl_usd,net_pnl_usd,net_return_pct,balance_before,balance_after,z_score,hit_stop_loss,status
PT-rCOIN-0059,2026-09-02 16:00:00,rCOIN,COINUSDT,Coinbase Global Inc.,SHORT,195.8,185.68,12.7681,2500.0,2499.99,3.0,129.21,126.21,5.05,50085.02,50211.23,1.5,False,WIN
PT-rMSTR-0081,2026-09-02 16:00:00,rMSTR,MSTRUSDT,MicroStrategy Inc.,SHORT,140.21,142.0,17.8304,2500.0,2500.0,3.0,-87.5,-90.5,-3.62,50211.23,50120.73,1.66,True,LOSS
PT-rAAPL-0108,2026-09-02 16:00:00,rAAPL,AAPLUSDT,Apple Inc.,SHORT,329.96,321.3,7.5767,2500.0,2500.01,3.0,65.61,62.61,2.5,50120.73,50183.34,2.51,False,WIN
PT-rNVDA-0018,2026-09-03 16:00:00,rNVDA,NVDAUSDT,NVIDIA Corporation,SHORT,231.33,231.19,10.8071,2500.0,2500.01,3.0,1.51,-1.49,-0.06,50183.34,50181.85,2.15,False,LOSS
PT-rMSTR-0082,2026-09-03 16:00:00,rMSTR,MSTRUSDT,MicroStrategy Inc.,SHORT,142.0,143.12,17.6056,2500.0,2500.0,3.0,-19.72,-22.72,-0.91,50181.85,50159.13,1.64,False,LOSS
PT-rNVDA-0019,2026-09-04 16:00:00,rNVDA,NVDAUSDT,NVIDIA Corporation,SHORT,231.19,231.28,10.8136,2500.0,2500.0,3.0,-0.97,-3.97,-0.16,50159.13,50155.16,1.9,False,LOSS
PT-rMSTR-0083,2026-09-04 16:00:00,rMSTR,MSTRUSDT,MicroStrategy Inc.,SHORT,143.12,143.48,17.4679,2500.0,2500.01,3.0,-6.29,-9.29,-0.37,50155.16,50145.87,1.6,False,LOSS
PT-rNVDA-0020,2026-09-05 16:00:00,rNVDA,NVDAUSDT,NVIDIA Corporation,SHORT,231.28,231.8,10.8094,2500.0,2500.0,3.0,-5.62,-8.62,-0.34,50145.87,50137.25,1.74,False,LOSS
PT-rMSTR-0084,2026-09-05 16:00:00,rMSTR,MSTRUSDT,MicroStrategy Inc.,SHORT,143.48,140.57,17.424,2500.0,2500.0,3.0,50.7,47.7,1.91,50137.25,50184.95,1.53,False,WIN
PT-rNVDA-0021,2026-09-06 16:00:00,rNVDA,NVDAUSDT,NVIDIA Corporation,SHORT,231.8,226.45,10.7852,2500.0,2500.01,3.0,57.7,54.7,2.19,50184.95,50239.65,1.73,False,WIN
PT-rTSLA-0046,2026-09-08 16:00:00,rTSLA,TSLAUSDT,Tesla Motors Inc.,SHORT,370.74,366.91,6.7433,2500.0,2500.01,3.0,25.83,22.83,0.91,50239.65,50262.48,1.62,False,WIN
PT-rSPY-0147,2026-09-08 16:00:00,rSPY,SPYUSDT,SPDR S&P 500 ETF,LONG,762.67,759.13,3.278,2500.0,2500.03,3.0,-11.6,-14.6,-0.58,50262.48,50247.88,-2.14,False,LOSS
PT-rCOIN-0060,2026-09-09 16:00:00,rCOIN,COINUSDT,Coinbase Global Inc.,LONG,173.28,177.99,14.4275,2500.0,2500.0,3.0,67.95,64.95,2.6,50247.88,50312.83,-2.33,False,WIN
PT-rSPY-0148,2026-09-09 16:00:00,rSPY,SPYUSDT,SPDR S&P 500 ETF,LONG,759.13,766.03,3.2932,2500.0,2499.97,3.0,22.72,19.72,0.79,50312.83,50332.55,-3.11,False,WIN
PT-rAAPL-0109,2026-09-10 16:00:00,rAAPL,AAPLUSDT,Apple Inc.,SHORT,334.06,333.69,7.4837,2500.0,2500.0,3.0,2.77,-0.23,-0.01,50332.55,50332.32,2.81,False,LOSS
PT-rAAPL-0110,2026-09-11 16:00:00,rAAPL,AAPLUSDT,Apple Inc.,SHORT,333.69,331.26,7.492,2500.0,2500.01,3.0,18.21,15.21,0.61,50332.32,50347.53,2.27,False,WIN
PT-rCOIN-0061,2026-09-12 16:00:00,rCOIN,COINUSDT,Coinbase Global Inc.,LONG,173.17,188.65,14.4367,2500.0,2500.0,3.0,223.48,220.48,8.82,50347.53,50568.01,-1.76,False,WIN
PT-rAAPL-0111,2026-09-12 16:00:00,rAAPL,AAPLUSDT,Apple Inc.,SHORT,331.26,335.0,7.5469,2500.0,2499.99,3.0,-28.23,-31.23,-1.25,50568.01,50536.78,1.6,False,LOSS
PT-rQQQ-0131,2026-09-12 16:00:00,rQQQ,QQQUSDT,Invesco QQQ Trust,LONG,708.86,710.33,3.5268,2500.0,2500.01,3.0,5.18,2.18,0.09,50536.78,50538.96,-1.81,False,WIN
PT-rSPY-0149,2026-09-12 16:00:00,rSPY,SPYUSDT,SPDR S&P 500 ETF,LONG,760.82,762.83,3.2859,2500.0,2499.98,3.0,6.6,3.6,0.14,50538.96,50542.56,-1.96,False,WIN
PT-rNVDA-0022,2026-09-13 16:00:00,rNVDA,NVDAUSDT,NVIDIA Corporation,LONG,212.37,212.42,11.7719,2500.0,2500.0,3.0,0.59,-2.41,-0.1,50542.56,50540.15,-1.67,False,LOSS
PT-rAAPL-0112,2026-09-13 16:00:00,rAAPL,AAPLUSDT,Apple Inc.,SHORT,335.0,329.71,7.4627,2500.0,2500.0,3.0,39.48,36.48,1.46,50540.15,50576.63,2.0,False,WIN
PT-rNVDA-0023,2026-09-14 16:00:00,rNVDA,NVDAUSDT,NVIDIA Corporation,LONG,212.42,216.37,11.7691,2500.0,2499.99,3.0,46.49,43.49,1.74,50576.63,50620.12,-1.68,False,WIN
PT-rQQQ-0132,2026-09-14 16:00:00,rQQQ,QQQUSDT,Invesco QQQ Trust,LONG,706.54,711.71,3.5384,2500.0,2500.02,3.0,18.29,15.29,0.61,50620.12,50635.41,-2.37,False,WIN
PT-rSPY-0150,2026-09-14 16:00:00,rSPY,SPYUSDT,SPDR S&P 500 ETF,LONG,758.53,761.7,3.2958,2500.0,2499.96,3.0,10.45,7.45,0.3,50635.41,50642.86,-2.27,False,WIN
PT-rCOIN-0062,2026-09-15 16:00:00,rCOIN,COINUSDT,Coinbase Global Inc.,LONG,165.63,170.13,15.0939,2500.0,2500.0,3.0,67.92,64.92,2.6,50642.86,50707.78,-2.85,False,WIN
PT-rCOIN-0063,2026-09-16 16:00:00,rCOIN,COINUSDT,Coinbase Global Inc.,LONG,170.13,192.76,14.6946,2500.0,2499.99,3.0,332.54,329.54,13.18,50707.78,51037.32,-1.69,False,WIN
PT-rAAPL-0113,2026-09-16 16:00:00,rAAPL,AAPLUSDT,Apple Inc.,SHORT,335.09,335.03,7.4607,2500.0,2500.01,3.0,0.45,-2.55,-0.1,51037.32,51034.77,1.62,False,LOSS
PT-rCOIN-0064,2026-09-17 16:00:00,rCOIN,COINUSDT,Coinbase Global Inc.,SHORT,192.76,196.18,12.9695,2500.0,2500.0,3.0,-44.36,-47.36,-1.89,51034.77,50987.41,1.88,False,LOSS
PT-rMSTR-0085,2026-09-17 16:00:00,rMSTR,MSTRUSDT,MicroStrategy Inc.,SHORT,149.09,158.94,16.7684,2500.0,2500.0,3.0,-87.5,-90.5,-3.62,50987.41,50896.91,2.62,True,LOSS
PT-rSPY-0151,2026-09-17 16:00:00,rSPY,SPYUSDT,SPDR S&P 500 ETF,LONG,759.63,763.84,3.2911,2500.0,2500.02,3.0,13.86,10.86,0.43,50896.91,50907.77,-1.51,False,WIN
PT-rCOIN-0065,2026-09-18 16:00:00,rCOIN,COINUSDT,Coinbase Global Inc.,SHORT,196.18,194.21,12.7434,2500.0,2500.0,3.0,25.1,22.1,0.88,50907.77,50929.87,2.12,False,WIN
PT-rMSTR-0086,2026-09-18 16:00:00,rMSTR,MSTRUSDT,MicroStrategy Inc.,SHORT,158.94,154.94,15.7292,2500.0,2500.0,3.0,62.92,59.92,2.4,50929.87,50989.79,3.65,False,WIN
PT-rQQQ-0133,2026-09-18 16:00:00,rQQQ,QQQUSDT,Invesco QQQ Trust,SHORT,721.99,720.78,3.4627,2500.0,2500.03,3.0,4.19,1.19,0.05,50989.79,50990.98,1.56,False,WIN
PT-rCOIN-0066,2026-09-19 16:00:00,rCOIN,COINUSDT,Coinbase Global Inc.,SHORT,194.21,193.89,12.8727,2500.0,2500.01,3.0,4.12,1.12,0.04,50990.98,50992.1,1.58,False,WIN
PT-rMSTR-0087,2026-09-19 16:00:00,rMSTR,MSTRUSDT,MicroStrategy Inc.,SHORT,154.94,154.81,16.1353,2500.0,2500.0,3.0,2.1,-0.9,-0.04,50992.1,50991.2,2.24,False,LOSS
